"Item"	"Group"	"Subject"	"MatrixLeftPredicate"	"Condition"	"Color"	"altercolor"	"Buffy1"	"Buffy2"	"Actual1"	"Actual2"	"Sentence"	"Continuation"
48	8	"Again"	"Thought"	"Test-Ent"	"orange"	"cyan"	"cyan"	"orange"	"orange"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
48	9	"Again"	"Was"	"Good"	"orange"	"cyan"	"cyan"	"orange"	"orange"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
48	10	"Again"	"Thought"	"Test-Proj"	"orange"	"cyan"	"orange"	"orange"	"cyan"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
48	11	"Again"	"Was"	"Fix"	"orange"	"cyan"	"orange"	"orange"	"cyan"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
49	1	"First"	"Thought"	"Good"	"orange"	"green"	"orange"	"green"	"orange"	"orange"	"Buffy thought that, when it was drawn, the ball was orange"	"As a matter of fact, her <em>draw</em> guess was correct"
49	2	"First"	"Was"	"Good"	"orange"	"green"	"orange"	"orange"	"orange"	"green"	"when it was drawn, the ball was orange"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
49	3	"First"	"Thought"	"Fix"	"orange"	"green"	"green"	"orange"	"orange"	"orange"	"Buffy thought that, when it was drawn, the ball was orange"	"As a matter of fact, her <em>draw</em> guess was correct"
49	4	"First"	"Was"	"Fix"	"orange"	"green"	"orange"	"orange"	"green"	"orange"	"when it was drawn, the ball was orange"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
49	5	"Second"	"Thought"	"Good"	"orange"	"green"	"orange"	"orange"	"green"	"orange"	"Buffy thought that, after the shake, the ball would be orange"	"As a matter of fact, her <em>shake</em> guess was correct"
49	6	"Second"	"Was"	"Good"	"orange"	"green"	"orange"	"orange"	"green"	"orange"	"after the shake, the ball was orange"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
49	7	"Second"	"Thought"	"Fix"	"orange"	"green"	"orange"	"green"	"orange"	"orange"	"Buffy thought that, after the shake, the ball would be orange"	"As a matter of fact, her <em>shake</em> guess was correct"
49	8	"Second"	"Was"	"Fix"	"orange"	"green"	"orange"	"orange"	"orange"	"green"	"after the shake, the ball was orange"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
49	9	"Again"	"Thought"	"Test-Ent"	"orange"	"green"	"green"	"orange"	"orange"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
49	10	"Again"	"Was"	"Good"	"orange"	"green"	"green"	"orange"	"orange"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
49	11	"Again"	"Thought"	"Test-Proj"	"orange"	"green"	"orange"	"orange"	"green"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
49	12	"Again"	"Was"	"Fix"	"orange"	"green"	"orange"	"orange"	"green"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
50	2	"First"	"Thought"	"Good"	"brown"	"yellow"	"brown"	"yellow"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
50	3	"First"	"Was"	"Good"	"brown"	"yellow"	"brown"	"brown"	"brown"	"yellow"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
50	4	"First"	"Thought"	"Fix"	"brown"	"yellow"	"yellow"	"brown"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
50	5	"First"	"Was"	"Fix"	"brown"	"yellow"	"brown"	"brown"	"yellow"	"brown"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
50	6	"Second"	"Thought"	"Good"	"brown"	"yellow"	"brown"	"brown"	"yellow"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
50	7	"Second"	"Was"	"Good"	"brown"	"yellow"	"brown"	"brown"	"yellow"	"brown"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
50	8	"Second"	"Thought"	"Fix"	"brown"	"yellow"	"brown"	"yellow"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
50	9	"Second"	"Was"	"Fix"	"brown"	"yellow"	"brown"	"brown"	"brown"	"yellow"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
50	10	"Again"	"Thought"	"Test-Ent"	"brown"	"yellow"	"yellow"	"brown"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
50	11	"Again"	"Was"	"Good"	"brown"	"yellow"	"yellow"	"brown"	"brown"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
50	12	"Again"	"Thought"	"Test-Proj"	"brown"	"yellow"	"brown"	"brown"	"yellow"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
50	1	"Again"	"Was"	"Fix"	"brown"	"yellow"	"brown"	"brown"	"yellow"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
51	3	"First"	"Thought"	"Good"	"violet"	"blue"	"violet"	"blue"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
51	4	"First"	"Was"	"Good"	"violet"	"blue"	"violet"	"violet"	"violet"	"blue"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
51	5	"First"	"Thought"	"Fix"	"violet"	"blue"	"blue"	"violet"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
51	6	"First"	"Was"	"Fix"	"violet"	"blue"	"violet"	"violet"	"blue"	"violet"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
51	7	"Second"	"Thought"	"Good"	"violet"	"blue"	"violet"	"violet"	"blue"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
51	8	"Second"	"Was"	"Good"	"violet"	"blue"	"violet"	"violet"	"blue"	"violet"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
51	9	"Second"	"Thought"	"Fix"	"violet"	"blue"	"violet"	"blue"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
51	10	"Second"	"Was"	"Fix"	"violet"	"blue"	"violet"	"violet"	"violet"	"blue"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
51	11	"Again"	"Thought"	"Test-Ent"	"violet"	"blue"	"blue"	"violet"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
51	12	"Again"	"Was"	"Good"	"violet"	"blue"	"blue"	"violet"	"violet"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
51	1	"Again"	"Thought"	"Test-Proj"	"violet"	"blue"	"violet"	"violet"	"blue"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
51	2	"Again"	"Was"	"Fix"	"violet"	"blue"	"violet"	"violet"	"blue"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
52	4	"First"	"Thought"	"Good"	"gold"	"purple"	"gold"	"purple"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
52	5	"First"	"Was"	"Good"	"gold"	"purple"	"gold"	"gold"	"gold"	"purple"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
52	6	"First"	"Thought"	"Fix"	"gold"	"purple"	"purple"	"gold"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
52	7	"First"	"Was"	"Fix"	"gold"	"purple"	"gold"	"gold"	"purple"	"gold"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
52	8	"Second"	"Thought"	"Good"	"gold"	"purple"	"gold"	"gold"	"purple"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
52	9	"Second"	"Was"	"Good"	"gold"	"purple"	"gold"	"gold"	"purple"	"gold"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
52	10	"Second"	"Thought"	"Fix"	"gold"	"purple"	"gold"	"purple"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
52	11	"Second"	"Was"	"Fix"	"gold"	"purple"	"gold"	"gold"	"gold"	"purple"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
52	12	"Again"	"Thought"	"Test-Ent"	"gold"	"purple"	"purple"	"gold"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
52	1	"Again"	"Was"	"Good"	"gold"	"purple"	"purple"	"gold"	"gold"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
52	2	"Again"	"Thought"	"Test-Proj"	"gold"	"purple"	"gold"	"gold"	"purple"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
52	3	"Again"	"Was"	"Fix"	"gold"	"purple"	"gold"	"gold"	"purple"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
53	5	"First"	"Thought"	"Good"	"red"	"beige"	"red"	"beige"	"red"	"red"	"Buffy thought that, when it was drawn, the ball was red"	"As a matter of fact, her <em>draw</em> guess was correct"
53	6	"First"	"Was"	"Good"	"red"	"beige"	"red"	"red"	"red"	"beige"	"when it was drawn, the ball was red"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
53	7	"First"	"Thought"	"Fix"	"red"	"beige"	"beige"	"red"	"red"	"red"	"Buffy thought that, when it was drawn, the ball was red"	"As a matter of fact, her <em>draw</em> guess was correct"
53	8	"First"	"Was"	"Fix"	"red"	"beige"	"red"	"red"	"beige"	"red"	"when it was drawn, the ball was red"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
53	9	"Second"	"Thought"	"Good"	"red"	"beige"	"red"	"red"	"beige"	"red"	"Buffy thought that, after the shake, the ball would be red"	"As a matter of fact, her <em>shake</em> guess was correct"
53	10	"Second"	"Was"	"Good"	"red"	"beige"	"red"	"red"	"beige"	"red"	"after the shake, the ball was red"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
53	11	"Second"	"Thought"	"Fix"	"red"	"beige"	"red"	"beige"	"red"	"red"	"Buffy thought that, after the shake, the ball would be red"	"As a matter of fact, her <em>shake</em> guess was correct"
53	12	"Second"	"Was"	"Fix"	"red"	"beige"	"red"	"red"	"red"	"beige"	"after the shake, the ball was red"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
53	1	"Again"	"Thought"	"Test-Ent"	"red"	"beige"	"beige"	"red"	"red"	"red"	"Buffy thought that, after the shake, the ball would be red again"	"As a matter of fact, her <em>shake</em> guess was correct"
53	2	"Again"	"Was"	"Good"	"red"	"beige"	"beige"	"red"	"red"	"red"	"after the shake, the ball was red again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
53	3	"Again"	"Thought"	"Test-Proj"	"red"	"beige"	"red"	"red"	"beige"	"red"	"Buffy thought that, after the shake, the ball would be red again"	"As a matter of fact, her <em>shake</em> guess was correct"
53	4	"Again"	"Was"	"Fix"	"red"	"beige"	"red"	"red"	"beige"	"red"	"after the shake, the ball was red again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
54	6	"First"	"Thought"	"Good"	"pink"	"cyan"	"pink"	"cyan"	"pink"	"pink"	"Buffy thought that, when it was drawn, the ball was pink"	"As a matter of fact, her <em>draw</em> guess was correct"
54	7	"First"	"Was"	"Good"	"pink"	"cyan"	"pink"	"pink"	"pink"	"cyan"	"when it was drawn, the ball was pink"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
54	8	"First"	"Thought"	"Fix"	"pink"	"cyan"	"cyan"	"pink"	"pink"	"pink"	"Buffy thought that, when it was drawn, the ball was pink"	"As a matter of fact, her <em>draw</em> guess was correct"
54	9	"First"	"Was"	"Fix"	"pink"	"cyan"	"pink"	"pink"	"cyan"	"pink"	"when it was drawn, the ball was pink"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
54	10	"Second"	"Thought"	"Good"	"pink"	"cyan"	"pink"	"pink"	"cyan"	"pink"	"Buffy thought that, after the shake, the ball would be pink"	"As a matter of fact, her <em>shake</em> guess was correct"
54	11	"Second"	"Was"	"Good"	"pink"	"cyan"	"pink"	"pink"	"cyan"	"pink"	"after the shake, the ball was pink"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
54	12	"Second"	"Thought"	"Fix"	"pink"	"cyan"	"pink"	"cyan"	"pink"	"pink"	"Buffy thought that, after the shake, the ball would be pink"	"As a matter of fact, her <em>shake</em> guess was correct"
54	1	"Second"	"Was"	"Fix"	"pink"	"cyan"	"pink"	"pink"	"pink"	"cyan"	"after the shake, the ball was pink"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
54	2	"Again"	"Thought"	"Test-Ent"	"pink"	"cyan"	"cyan"	"pink"	"pink"	"pink"	"Buffy thought that, after the shake, the ball would be pink again"	"As a matter of fact, her <em>shake</em> guess was correct"
54	3	"Again"	"Was"	"Good"	"pink"	"cyan"	"cyan"	"pink"	"pink"	"pink"	"after the shake, the ball was pink again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
54	4	"Again"	"Thought"	"Test-Proj"	"pink"	"cyan"	"pink"	"pink"	"cyan"	"pink"	"Buffy thought that, after the shake, the ball would be pink again"	"As a matter of fact, her <em>shake</em> guess was correct"
54	5	"Again"	"Was"	"Fix"	"pink"	"cyan"	"pink"	"pink"	"cyan"	"pink"	"after the shake, the ball was pink again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
55	7	"First"	"Thought"	"Good"	"violet"	"green"	"violet"	"green"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
55	8	"First"	"Was"	"Good"	"violet"	"green"	"violet"	"violet"	"violet"	"green"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
55	9	"First"	"Thought"	"Fix"	"violet"	"green"	"green"	"violet"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
55	10	"First"	"Was"	"Fix"	"violet"	"green"	"violet"	"violet"	"green"	"violet"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
55	11	"Second"	"Thought"	"Good"	"violet"	"green"	"violet"	"violet"	"green"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
55	12	"Second"	"Was"	"Good"	"violet"	"green"	"violet"	"violet"	"green"	"violet"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
55	1	"Second"	"Thought"	"Fix"	"violet"	"green"	"violet"	"green"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
55	2	"Second"	"Was"	"Fix"	"violet"	"green"	"violet"	"violet"	"violet"	"green"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
55	3	"Again"	"Thought"	"Test-Ent"	"violet"	"green"	"green"	"violet"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
55	4	"Again"	"Was"	"Good"	"violet"	"green"	"green"	"violet"	"violet"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
55	5	"Again"	"Thought"	"Test-Proj"	"violet"	"green"	"violet"	"violet"	"green"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
55	6	"Again"	"Was"	"Fix"	"violet"	"green"	"violet"	"violet"	"green"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
56	8	"First"	"Thought"	"Good"	"orange"	"yellow"	"orange"	"yellow"	"orange"	"orange"	"Buffy thought that, when it was drawn, the ball was orange"	"As a matter of fact, her <em>draw</em> guess was correct"
56	9	"First"	"Was"	"Good"	"orange"	"yellow"	"orange"	"orange"	"orange"	"yellow"	"when it was drawn, the ball was orange"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
56	10	"First"	"Thought"	"Fix"	"orange"	"yellow"	"yellow"	"orange"	"orange"	"orange"	"Buffy thought that, when it was drawn, the ball was orange"	"As a matter of fact, her <em>draw</em> guess was correct"
56	11	"First"	"Was"	"Fix"	"orange"	"yellow"	"orange"	"orange"	"yellow"	"orange"	"when it was drawn, the ball was orange"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
56	12	"Second"	"Thought"	"Good"	"orange"	"yellow"	"orange"	"orange"	"yellow"	"orange"	"Buffy thought that, after the shake, the ball would be orange"	"As a matter of fact, her <em>shake</em> guess was correct"
56	1	"Second"	"Was"	"Good"	"orange"	"yellow"	"orange"	"orange"	"yellow"	"orange"	"after the shake, the ball was orange"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
56	2	"Second"	"Thought"	"Fix"	"orange"	"yellow"	"orange"	"yellow"	"orange"	"orange"	"Buffy thought that, after the shake, the ball would be orange"	"As a matter of fact, her <em>shake</em> guess was correct"
56	3	"Second"	"Was"	"Fix"	"orange"	"yellow"	"orange"	"orange"	"orange"	"yellow"	"after the shake, the ball was orange"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
56	4	"Again"	"Thought"	"Test-Ent"	"orange"	"yellow"	"yellow"	"orange"	"orange"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
56	5	"Again"	"Was"	"Good"	"orange"	"yellow"	"yellow"	"orange"	"orange"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
56	6	"Again"	"Thought"	"Test-Proj"	"orange"	"yellow"	"orange"	"orange"	"yellow"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
56	7	"Again"	"Was"	"Fix"	"orange"	"yellow"	"orange"	"orange"	"yellow"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
57	9	"First"	"Thought"	"Good"	"brown"	"blue"	"brown"	"blue"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
57	10	"First"	"Was"	"Good"	"brown"	"blue"	"brown"	"brown"	"brown"	"blue"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
57	11	"First"	"Thought"	"Fix"	"brown"	"blue"	"blue"	"brown"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
57	12	"First"	"Was"	"Fix"	"brown"	"blue"	"brown"	"brown"	"blue"	"brown"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
57	1	"Second"	"Thought"	"Good"	"brown"	"blue"	"brown"	"brown"	"blue"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
57	2	"Second"	"Was"	"Good"	"brown"	"blue"	"brown"	"brown"	"blue"	"brown"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
57	3	"Second"	"Thought"	"Fix"	"brown"	"blue"	"brown"	"blue"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
57	4	"Second"	"Was"	"Fix"	"brown"	"blue"	"brown"	"brown"	"brown"	"blue"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
57	5	"Again"	"Thought"	"Test-Ent"	"brown"	"blue"	"blue"	"brown"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
57	6	"Again"	"Was"	"Good"	"brown"	"blue"	"blue"	"brown"	"brown"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
57	7	"Again"	"Thought"	"Test-Proj"	"brown"	"blue"	"brown"	"brown"	"blue"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
57	8	"Again"	"Was"	"Fix"	"brown"	"blue"	"brown"	"brown"	"blue"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
58	10	"First"	"Thought"	"Good"	"pink"	"purple"	"pink"	"purple"	"pink"	"pink"	"Buffy thought that, when it was drawn, the ball was pink"	"As a matter of fact, her <em>draw</em> guess was correct"
58	11	"First"	"Was"	"Good"	"pink"	"purple"	"pink"	"pink"	"pink"	"purple"	"when it was drawn, the ball was pink"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
58	12	"First"	"Thought"	"Fix"	"pink"	"purple"	"purple"	"pink"	"pink"	"pink"	"Buffy thought that, when it was drawn, the ball was pink"	"As a matter of fact, her <em>draw</em> guess was correct"
58	1	"First"	"Was"	"Fix"	"pink"	"purple"	"pink"	"pink"	"purple"	"pink"	"when it was drawn, the ball was pink"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
58	2	"Second"	"Thought"	"Good"	"pink"	"purple"	"pink"	"pink"	"purple"	"pink"	"Buffy thought that, after the shake, the ball would be pink"	"As a matter of fact, her <em>shake</em> guess was correct"
58	3	"Second"	"Was"	"Good"	"pink"	"purple"	"pink"	"pink"	"purple"	"pink"	"after the shake, the ball was pink"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
58	4	"Second"	"Thought"	"Fix"	"pink"	"purple"	"pink"	"purple"	"pink"	"pink"	"Buffy thought that, after the shake, the ball would be pink"	"As a matter of fact, her <em>shake</em> guess was correct"
58	5	"Second"	"Was"	"Fix"	"pink"	"purple"	"pink"	"pink"	"pink"	"purple"	"after the shake, the ball was pink"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
58	6	"Again"	"Thought"	"Test-Ent"	"pink"	"purple"	"purple"	"pink"	"pink"	"pink"	"Buffy thought that, after the shake, the ball would be pink again"	"As a matter of fact, her <em>shake</em> guess was correct"
58	7	"Again"	"Was"	"Good"	"pink"	"purple"	"purple"	"pink"	"pink"	"pink"	"after the shake, the ball was pink again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
58	8	"Again"	"Thought"	"Test-Proj"	"pink"	"purple"	"pink"	"pink"	"purple"	"pink"	"Buffy thought that, after the shake, the ball would be pink again"	"As a matter of fact, her <em>shake</em> guess was correct"
58	9	"Again"	"Was"	"Fix"	"pink"	"purple"	"pink"	"pink"	"purple"	"pink"	"after the shake, the ball was pink again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
59	11	"First"	"Thought"	"Good"	"gold"	"beige"	"gold"	"beige"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
59	12	"First"	"Was"	"Good"	"gold"	"beige"	"gold"	"gold"	"gold"	"beige"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
59	1	"First"	"Thought"	"Fix"	"gold"	"beige"	"beige"	"gold"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
59	2	"First"	"Was"	"Fix"	"gold"	"beige"	"gold"	"gold"	"beige"	"gold"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
59	3	"Second"	"Thought"	"Good"	"gold"	"beige"	"gold"	"gold"	"beige"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
59	4	"Second"	"Was"	"Good"	"gold"	"beige"	"gold"	"gold"	"beige"	"gold"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
59	5	"Second"	"Thought"	"Fix"	"gold"	"beige"	"gold"	"beige"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
59	6	"Second"	"Was"	"Fix"	"gold"	"beige"	"gold"	"gold"	"gold"	"beige"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
59	7	"Again"	"Thought"	"Test-Ent"	"gold"	"beige"	"beige"	"gold"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
59	8	"Again"	"Was"	"Good"	"gold"	"beige"	"beige"	"gold"	"gold"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
59	9	"Again"	"Thought"	"Test-Proj"	"gold"	"beige"	"gold"	"gold"	"beige"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
59	10	"Again"	"Was"	"Fix"	"gold"	"beige"	"gold"	"gold"	"beige"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
60	12	"First"	"Thought"	"Good"	"red"	"cyan"	"red"	"cyan"	"red"	"red"	"Buffy thought that, when it was drawn, the ball was red"	"As a matter of fact, her <em>draw</em> guess was correct"
60	1	"First"	"Was"	"Good"	"red"	"cyan"	"red"	"red"	"red"	"cyan"	"when it was drawn, the ball was red"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
60	2	"First"	"Thought"	"Fix"	"red"	"cyan"	"cyan"	"red"	"red"	"red"	"Buffy thought that, when it was drawn, the ball was red"	"As a matter of fact, her <em>draw</em> guess was correct"
60	3	"First"	"Was"	"Fix"	"red"	"cyan"	"red"	"red"	"cyan"	"red"	"when it was drawn, the ball was red"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
60	4	"Second"	"Thought"	"Good"	"red"	"cyan"	"red"	"red"	"cyan"	"red"	"Buffy thought that, after the shake, the ball would be red"	"As a matter of fact, her <em>shake</em> guess was correct"
60	5	"Second"	"Was"	"Good"	"red"	"cyan"	"red"	"red"	"cyan"	"red"	"after the shake, the ball was red"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
60	6	"Second"	"Thought"	"Fix"	"red"	"cyan"	"red"	"cyan"	"red"	"red"	"Buffy thought that, after the shake, the ball would be red"	"As a matter of fact, her <em>shake</em> guess was correct"
60	7	"Second"	"Was"	"Fix"	"red"	"cyan"	"red"	"red"	"red"	"cyan"	"after the shake, the ball was red"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
